id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi,flag_transaksi_fraud
2457581,2457600,111,-2,1798,1199632,238,9,3e+05,96,5,75,5291,613,145711,3,2,1,9,1031508.142,20625000,15800,4.47,0
2457569,2457644,93,110137,1214,2739587,237,4,502500,96,5,128,6708,1812,185229,4,2,2,4,2842247.857,100000000,172045,1.61,0
2457498,2457549,0,-2,1798,327854,301,16,3e+06,96,5,128,4766,613,55505,1,2,1,9,1985714.286,17000000,29234,1.86,0
2457515,2457606,111,-2,1798,2057672,159,19,150000,96,5,128,2879,613,100112,2,2,1,9,655099.7807,2910000,50000,2.22,0
2457509,2457588,111,216362,727,2918564,58,6,158000,96,5,128,7402,1176,192032,4,2,2,4,915347.8043,3000000,50000,1.77,0
2457474,2457566,103,-2,1798,2438295,238,9,1300000,96,5,210,5611,613,102347,2,2,1,9,241602.75,2500000,44000,1.62,0
2457371,2457457,0,543668,146,1676557,58,6,1920000,96,5,265,7610,435,153856,3,2,2,4,1067653.448,7853540,10000,3.04,0
2457490,2457504,104,-2,1798,2605123,147,3,430339,96,5,293,4125,613,222819,4,2,1,9,329001.5714,2500000,10,4.99,0
2457599,2457674,111,-2,1798,2110133,148,5,50000,96,5,70,3087,613,181126,4,2,1,9,841147.9925,10000000,10000,2.72,0
2457543,2457562,103,209129,1702,2376581,58,6,175000,96,5,128,6776,2502,152821,3,2,2,4,912021.1429,3500000,25200,2.36,0
2457307,2457375,111,-2,1798,2008043,26,10,1250000,96,5,128,2784,613,160456,3,2,1,9,3228103.504,29050000,25000,2.15,0
2457407,2457435,111,-2,1798,1140548,26,10,1e+05,96,5,128,403,613,124647,3,2,1,9,716985.7143,2200000,100000,1.67,0
2457533,2457608,2,-2,1798,2083198,26,10,1e+06,96,5,128,3003,613,64931,2,2,1,9,1934595.428,20000000,100000,1.74,0
2457662,2457723,103,-2,1798,2464104,26,10,1250000,96,5,128,4012,613,71737,2,2,1,9,1722147.059,3450000,26500,2.43,0
2457431,2457508,93,-2,1798,174315,147,3,1e+06,96,5,128,5290,613,115405,2,2,1,9,1534142.009,38000000,22500,1.42,0
2457620,2457651,111,-2,1798,2359318,385,11,2500000,96,5,128,3483,613,81213,2,2,1,9,2057140.049,15000000,147000,2.17,0
2457646,2457674,93,-2,1798,1587948,26,10,2e+05,96,5,128,1863,613,123015,3,2,1,9,1475859.567,11440017,15104,2.73,0
2457362,2457376,111,-2,1798,1893738,26,10,1100000,96,5,70,2518,613,63808,2,2,1,9,1145307.306,5000000,100000,1.64,0
2457534,2457584,111,449636,121,2759938,58,6,113800,96,5,101,7055,412,173413,3,2,2,4,1833594.078,14300000,50000,2.12,0
2457346,2457423,93,-2,1798,390484,26,10,1250000,96,5,91,4836,613,132525,3,2,1,9,1562360.686,17000000,100000,3.58,0
2457389,2457403,103,-2,1798,466932,26,10,1e+06,96,5,96,4836,613,91553,2,2,1,9,278350,2300000,39000,1.78,0
2457312,2457357,111,-2,1798,2274948,385,11,1e+05,96,5,128,3356,613,131846,3,2,1,9,474736.875,1250000,46624,1.9,0
2457563,2457624,111,-2,1798,522883,159,19,2e+05,96,5,128,4958,613,74706,2,2,1,9,750868.4211,10000000,25000,2.76,0
2457517,2457542,93,-2,1798,1345434,385,11,2e+05,96,5,251,864,613,151725,3,2,1,9,770551.8421,2500000,100000,1.5,0
2457608,2457674,104,561649,19,2401926,58,6,192000,96,5,102,6863,281,142851,3,2,2,4,176470.5882,1484010,10000,2.27,0
2457585,2457599,111,-2,1798,1529252,148,5,50000,96,5,191,1675,613,175626,3,2,1,9,1852023.077,15000000,26300,2.41,0
2457501,2457501,1,-2,1798,2318264,238,9,4900000,96,5,75,5608,613,200605,4,2,1,9,956251.9038,5500000,36690,1.33,0
2457555,2457571,93,-2,1798,669538,26,10,2500000,96,5,265,5066,613,134257,3,2,1,9,3299588.147,14000000,265000,1.38,0
2457406,2457412,104,-2,1798,2337114,385,11,1e+05,96,5,186,3575,613,152238,3,2,1,9,200285.2604,800000,50000,1.42,0
2457620,2457712,111,-2,1798,1472816,385,11,1250000,96,5,128,1492,613,131201,3,2,1,9,1212157.412,10000000,20000,3.05,0
2457321,2457330,1,481990,196,2284461,237,4,36700,96,5,70,6256,495,164828,3,2,2,4,1536309.091,50000000,100000,1.84,0
2457590,2457662,2,-2,1798,3139912,301,16,6e+05,96,5,128,8119,613,185424,4,2,1,9,2111071.972,50000000,27500,2.66,0
2457423,2457444,104,-2,1798,2031750,26,10,50000,96,5,128,2746,613,124038,3,2,1,9,206666.6667,1100000,29500,1.46,0
2457428,2457438,0,102467,981,1471648,58,6,482500,96,5,128,7557,1493,181120,4,2,2,4,1080399.504,11594200,50000,1.8,0
2457396,2457422,111,-2,1798,2987457,385,11,1e+06,96,5,75,4451,613,112131,2,2,1,9,1031508.142,2500000,37000,2.05,0
2457395,2457406,0,-2,1798,277663,147,3,192749,96,5,60,4656,613,155526,3,2,1,9,1067653.448,10000000,41000,2.95,0
2457465,2457552,103,465748,326,2436265,58,6,348000,96,5,70,6837,686,140116,3,2,2,4,740679.4419,6400000,22000,2.52,0
2457624,2457640,0,53525,1796,3097040,227,1,2e+05,96,5,70,6405,2613,205345,4,2,2,4,589766.4754,2100000,23000,1.89,0
2457385,2457468,93,25037,315,2699040,58,6,1745000,96,5,128,6658,677,74246,2,2,2,4,3966382.512,54659000,30000,2.62,0
2457648,2457688,111,-2,1798,2295915,26,10,1e+06,96,5,128,3429,613,172107,3,2,1,9,3224347.741,18640000,50000,1.79,0
2457511,2457599,93,-2,1798,1930196,385,11,1e+06,96,5,70,2604,613,122951,3,2,1,9,3225250.909,50000000,51500,2.83,0
2457438,2457500,93,-2,1798,1297021,26,10,2e+05,96,5,203,694,613,111512,2,2,1,9,633376.23,2500000,50000,1,0
2457441,2457443,4,-2,1798,1869634,385,11,1e+06,96,5,265,2372,613,185929,4,2,1,9,754973.2941,5764639,25000,2.43,0
2457615,2457654,103,-2,1798,2102393,159,19,90000,96,5,187,3085,613,143051,3,2,1,9,493779.128,4250000,34000,5.49,0
2457431,2457499,104,-2,1798,1390309,26,10,1250000,96,5,128,1088,613,120059,3,2,1,9,1563125,2500000,173455,2.28,0
2457608,2457658,93,-2,1798,2376195,159,19,5e+06,96,5,140,3768,613,22440,1,2,1,9,4317921.569,28000000,1000000,1.83,0
2457375,2457450,111,-2,1798,1366345,148,5,26500,96,5,128,926,613,221045,4,2,1,9,484645.4746,2699000,13145,1.7,0
2457427,2457473,103,-2,1798,1944883,385,11,1500000,96,5,265,2534,613,74016,2,2,1,9,893421.0526,2500000,28000,2.62,0
2457475,2457511,111,-2,1798,3130481,147,3,1494600,96,5,128,6418,613,92719,2,2,1,9,2439955.045,13500000,58,3.88,0
2457384,2457460,111,71041,1630,2554626,58,6,162000,96,5,128,6259,2374,104037,2,2,2,4,1627126.381,15000000,26500,2.62,0
2457506,2457515,111,50832,1765,3105941,58,6,1141300,96,5,128,6886,2582,113010,2,2,2,4,2206414.864,15000000,50000,2.41,0
2457575,2457663,111,-2,1798,1564129,148,5,25000,96,5,128,1789,613,143856,3,2,1,9,1036278.673,10000000,20000,3.35,0
2457525,2457538,0,-2,1798,1327759,159,19,1e+06,96,5,128,820,613,71957,2,2,1,9,2212644.875,38886400,100000,1.6,0
2457509,2457563,103,-2,1798,1337889,385,11,2500000,96,5,265,799,613,200202,4,2,1,9,958729.0612,8800000,25100,1.92,0
2457325,2457353,111,-2,1798,1613199,385,11,2500000,96,5,128,1791,613,182039,4,2,1,9,1175766.31,11778800,75000,2.33,0
2457632,2457720,104,-2,1798,230730,148,5,25000,96,5,128,4519,613,200124,4,2,1,9,290056.1224,2500000,26800,1.77,0
2457534,2457586,111,-2,1798,762604,385,11,150000,96,5,128,3890,613,162738,3,2,1,9,820036.787,5000000,25000,1.63,0
2457524,2457565,103,-2,1798,2948039,238,9,2500000,96,5,265,5637,613,172223,3,2,1,9,1203125,10000000,20000,1.76,0
2457402,2457432,103,-2,1798,510502,385,11,1e+05,96,5,128,4983,613,194539,4,2,1,9,1787168.514,12850000,25000,2.74,0
2457448,2457494,93,-2,1798,2605133,385,11,5e+05,96,5,128,4149,613,194929,4,2,1,9,1030897.322,96486000,21800,5.84,0
2457406,2457477,111,-2,1798,2496872,159,19,7e+05,96,5,128,8261,613,74655,2,2,1,9,2025348.571,5000000,150000,2.81,0
2457434,2457512,111,-2,1798,2057672,26,10,2e+05,96,5,75,2870,613,162059,3,2,1,9,521165.3958,3635753,20000,1.76,0
2457524,2457596,111,-2,1798,2018536,385,11,1250000,96,5,128,2787,613,84424,2,2,1,9,1396550.538,5000000,50000,2.12,0
2457566,2457640,104,-2,1798,2081530,159,19,2e+05,96,5,128,3001,613,194920,4,2,1,9,186060.4975,1000000,25000,3.22,0
2457324,2457380,93,-2,1798,2572816,385,11,2500000,96,5,62,8692,613,62207,2,2,1,9,3194832.375,49400000,25000,1.94,0
2457385,2457430,93,-2,1798,1037368,385,11,2500000,96,5,265,4509,613,84253,2,2,1,9,5351677.425,75000000,15000,4.22,0
2457550,2457577,111,324475,102,1759454,58,6,27200,96,5,259,5730,389,201932,4,2,2,4,310035.3068,7500000,10000,3.91,0
2457510,2457567,111,-2,1798,806817,159,19,5950000,96,5,128,5094,613,90607,2,2,1,9,2762185.028,56992311,31900,4.01,0
2457539,2457549,111,-2,1798,662225,26,10,50000,96,5,128,5062,613,214527,4,2,1,9,353160.9226,1000000,10000,1.92,0
2457332,2457396,93,-2,1798,2762576,26,10,2e+05,96,5,189,4221,613,85222,2,2,1,9,278571.4286,1000000,23000,1.53,0
2457410,2457441,0,-2,1798,2148933,26,10,5e+05,96,5,265,3279,613,125029,3,2,1,9,681762.99,1250000,200000,1.14,0
2457417,2457465,4,-2,1798,1987551,301,16,5e+06,96,5,102,7842,613,112717,2,2,1,9,2284175.676,25000000,32600,4.27,0
2457590,2457657,111,195023,1134,2659707,58,6,209930,96,5,128,6559,1740,101039,2,2,2,4,1552160.785,10000000,25000,3.67,0
2457607,2457672,111,-2,1798,-3,156,12,2e+05,96,5,51,4131,1551,225104,4,1,5,8,786925,10000000,30000,2.08,0
2457581,2457628,111,-2,1798,1093181,26,10,3e+05,96,5,75,352,613,104249,2,2,1,9,275998.0455,1000000,43860,1.6,0
2457468,2457544,104,-2,1798,2742336,153,2,3360000,96,5,293,4261,613,185147,4,2,1,9,558372.8065,3500000,25000,2.16,0
2457308,2457397,0,-2,1798,2334932,26,10,1250000,96,5,60,3425,613,134432,3,2,1,9,1810119.048,2500000,57000,2.18,0
2457416,2457478,104,-2,1798,1358931,26,10,2e+05,96,5,265,987,613,105833,2,2,1,9,642500,2500000,25000,1.47,0
2457362,2457394,111,-2,1798,212595,238,9,1e+06,96,5,128,5379,613,85334,2,2,1,9,2336271.186,10000000,52400,2.3,0
2457431,2457501,1,-2,1798,2094789,26,10,4e+05,96,5,128,3003,613,81901,2,2,1,9,453826.2,4300000,25000,1.55,0
2457592,2457656,111,-2,1798,2419372,385,11,4e+05,96,5,128,3902,613,192754,4,2,1,9,675229.1667,2500000,100000,1.94,0
2457431,2457468,111,-2,1798,2452997,26,10,3e+05,96,5,265,4011,613,123654,3,2,1,9,2508051.923,15000000,50000,3.11,0
2457657,2457661,111,517033,1227,1828937,58,6,198697,96,5,265,7253,1833,21116,1,2,2,4,1562959.74,17073425,74500,1.62,0
2457428,2457518,111,-2,1798,1887127,301,16,960000,96,5,221,2457,613,125142,3,2,1,9,439600.875,2000000,40400,1.6,0
2457659,2457687,111,-2,1798,3063469,26,10,1e+06,96,5,128,8176,613,62424,2,2,1,9,1452780.185,3000000,100000,2.07,0
2457431,2457449,104,-2,1798,-3,156,12,3e+05,96,5,259,1362,2440,191247,4,1,5,8,433296.7033,5000000,50000,1.56,0
2457511,2457603,93,-2,1798,2423621,238,9,2500000,96,5,166,5610,613,94142,2,2,1,9,1121044.243,13104000,26500,2,0
2457320,2457385,111,-2,1798,388386,385,11,3e+05,96,5,60,4854,613,142836,3,2,1,9,349323.2143,2250000,26450,1.76,0
2457391,2457479,111,-2,1798,1394702,26,10,250000,96,5,101,1077,613,181302,4,2,1,9,667081.049,3100000,50000,1.82,0
2457563,2457622,111,-2,1798,2822262,238,9,1350000,96,5,128,8174,613,63413,2,2,1,9,777589.2857,15000000,21200,2.78,0
2457596,2457625,111,-2,1798,1946040,159,19,25000,96,5,128,2597,613,203429,4,2,1,9,1036278.673,13000000,25000,5.31,0
2457502,2457544,111,-2,1798,2435835,161,17,750000,96,5,70,3721,613,84254,2,2,1,9,2547032.474,11900033,26500,1.41,0
2457647,2457652,111,-2,1798,1431424,385,11,2500000,96,5,70,1339,613,164929,3,2,1,9,2022820.019,13997536,22560,4.16,0
2457378,2457382,0,-2,1798,2228574,385,11,5e+05,96,5,239,3331,613,170245,3,2,1,9,1150246.974,2500000,200000,1.47,0
2457591,2457604,93,-2,1798,1596953,26,10,1250000,96,5,128,2029,613,164755,3,2,1,9,1610786.347,4000000,50000,1.78,0
2457400,2457473,111,-2,1798,2809311,238,9,7e+05,96,5,128,7871,613,201507,4,2,1,9,699849.2537,19150000,28000,2.11,0
2457651,2457740,103,69189,470,2393860,58,6,599000,96,5,128,6868,866,160828,3,2,2,4,605481.9717,5000000,10000,2.63,0
2457302,2457371,0,274255,1797,1929594,58,6,75000,96,5,128,5928,2603,151304,3,2,2,4,738775.8148,4400000,25000,2.2,0
2457432,2457431,111,-2,1798,2686842,26,10,1e+06,96,5,256,8495,613,192232,4,2,1,9,713542.7152,2500000,100000,1.42,0
2457439,2457499,111,-2,1798,1363519,26,10,1e+05,96,5,128,1002,613,212336,4,2,1,9,400933.3333,9178000,50000,2.29,0
2457439,2457481,111,-2,1798,98,148,5,25000,96,5,128,3214,613,165131,3,2,1,9,571282.1455,2500000,32500,1.94,0
2457401,2457409,103,-2,1798,1940507,148,5,50000,96,5,70,2679,613,165441,3,2,1,9,175168.2958,2250000,22800,1.68,0
2457560,2457562,111,-2,1798,2796165,238,9,3e+05,96,5,239,8687,613,173806,3,2,1,9,444940.3913,3461000,50000,1.71,0
2457515,2457527,111,-2,1798,2495535,385,11,3e+05,96,5,96,8250,613,95209,2,2,1,9,986478.4082,5380000,50000,1.96,0
2457603,2457671,111,-2,1798,-3,440,15,250000,96,5,251,5266,346,80718,2,1,5,8,899138.7417,35000000,20000,4.26,0
2457544,2457628,103,-2,1798,78877,26,10,250000,96,5,223,3648,613,162822,3,2,1,9,470038.4375,2000000,38500,1.27,0
2457603,2457617,103,-2,1798,2493992,159,19,5e+05,96,5,135,8262,613,104157,2,2,1,9,511114.4583,5300000,23650,2.11,0
2457538,2457586,1,-2,1798,1912149,385,11,7e+05,96,5,265,2479,613,85534,2,2,1,9,789153.1915,2620000,25000,4.41,0
2457409,2457454,4,-2,1798,1380366,385,11,2500000,96,5,70,1064,613,175044,3,2,1,9,1041479.284,2500000,50000,1.87,0
2457542,2457628,111,-2,1798,2538192,26,10,1500000,96,5,128,8361,613,123520,3,2,1,9,1573372.642,3607000,250000,1,0
2457661,2457697,111,-2,1798,1463812,159,19,50000,96,5,128,1416,613,184727,4,2,1,9,189089.3556,1000000,25000,1.2,0
2457389,2457467,103,137114,800,2264980,58,6,42500,96,5,85,6066,1239,203559,4,2,2,4,156527.5316,1825000,10000,2.77,0
2457575,2457659,104,-2,1798,2742353,153,2,2361239,96,5,206,4217,613,131423,3,2,1,9,1540000,4600000,100000,3,0
2457658,2457742,111,422048,1115,2474386,58,6,550000,96,5,128,7129,1722,202122,4,2,2,4,323512.8205,1000000,30000,1.16,0
2457662,2457747,93,-2,1798,2432941,238,9,2750000,96,5,128,7970,613,182807,4,2,1,9,2025418.589,20000969,10000,19.78,0
2457422,2457481,111,-2,1798,2322231,385,11,250000,96,5,128,3641,613,132544,3,2,1,9,2288386.548,22247000,23800,3.14,0
2457432,2457516,111,161910,863,2423315,58,6,147800,96,5,128,6837,1310,201138,4,2,2,4,288604.6497,2539900,21600,1.64,0
2457434,2457489,93,-2,1798,1329225,385,11,5e+05,96,5,185,776,613,133811,3,2,1,9,959229.0472,15000000,25000,2.44,0
2457593,2457617,111,-2,1798,-3,156,12,1e+05,96,5,8,178,176,173328,3,1,5,8,678000.1635,10000000,25000,1.72,0
2457426,2457496,111,-2,1798,1154047,148,5,25000,96,5,70,456,613,62823,2,2,1,9,265420.2778,2000000,25000,1.31,0
2457530,2457606,111,-2,1798,1594616,26,10,1e+05,96,5,60,1849,613,203349,4,2,1,9,773935.3831,10000000,20000,2.75,0
2457584,2457646,111,-2,1798,2432941,26,10,450000,96,5,128,3850,613,121223,3,2,1,9,480538.2353,4250000,23000,5.49,0
2457297,2457369,103,-2,1798,1342218,385,11,2500000,96,5,265,780,613,65200,2,2,1,9,2166243.59,2500000,1000000,2.28,0
2457531,2457626,104,-2,1798,1818271,26,10,50000,96,5,265,2174,613,112919,2,2,1,9,343714.0972,1258000,40000,1.1,0
2457495,2457523,104,-2,1798,1297026,301,16,2099232,96,5,69,704,613,221056,4,2,1,9,1039990.667,10000000,50000,1.9,0
2457383,2457447,111,146203,1558,2696785,58,6,122630,96,5,128,6685,2294,210941,4,2,2,4,170421.0778,1860000,23000,1.52,0
2457369,2457443,93,-2,1798,1226325,26,10,1250000,96,5,265,672,613,153429,3,2,1,9,2438000,98194000,60000,9.09,0
2457378,2457404,103,-2,1798,16759,26,10,3e+05,96,5,101,2719,613,130923,3,2,1,9,818421.0526,3871026,118029,1.82,0
2457521,2457574,0,-2,1798,2751070,526,18,5e+05,96,5,128,8621,613,24149,1,2,1,9,467552.2857,1350000,20800,1.79,0
2457638,2457718,103,-2,1798,2561343,385,11,3e+05,96,5,75,4055,613,234511,4,2,1,9,232132.5,1000000,26500,1.09,0
2457660,2457738,93,-2,1798,2318879,26,10,50000,96,5,60,3599,613,123328,3,2,1,9,771791.8291,6884408,26500,2.95,0
2457415,2457452,4,72933,35,2059284,58,6,33000,96,5,265,7569,302,105901,2,2,2,4,2373577.407,25000000,18600,3.13,0
2457591,2457622,93,-2,1798,87250,26,10,2500000,96,5,155,3104,613,211021,4,2,1,9,4428704.61,75000000,20000,5.84,0
2457414,2457441,111,-2,1798,1453966,159,19,5e+06,96,5,70,1476,613,194437,4,2,1,9,1254335.846,4180300,100000,2.9,0
2457459,2457537,0,-2,1798,3186043,148,5,151500,96,5,75,7493,613,100919,2,2,1,9,956251.9038,5500000,36600,1.17,0
2457533,2457595,2,-2,1798,2077233,26,10,2e+06,96,5,167,7847,613,113151,2,2,1,9,2178594.915,15000000,35000,1.6,0
2457320,2457331,103,-2,1798,1324,385,11,1e+05,96,5,70,1750,613,182700,4,2,1,9,156527.5316,1825000,20900,2,0
2457347,2457399,111,-2,1798,2554726,26,10,5e+05,96,5,265,8417,613,221714,4,2,1,9,996222.2222,2000000,300000,1.83,0
2457613,2457625,104,-2,1798,769,159,19,1e+06,96,5,58,2318,613,74955,2,2,1,9,854314.0611,10000000,29715,2.08,0
2457471,2457500,93,-2,1798,2799142,147,3,5e+05,96,5,128,4376,613,125710,3,2,1,9,1243288.592,10225416,8000,3.47,0
2457624,2457628,0,-2,1798,1245649,159,19,309933,96,5,69,655,613,114057,2,2,1,9,1178979.087,7000000,100000,2.31,0
2457477,2457484,103,-2,1798,2421258,161,17,25000,96,5,60,3620,613,85557,2,2,1,9,437078.125,10000000,25000,2.45,0
2457662,2457713,93,-2,1798,-3,156,12,3371795,73,15,31,335,7,111703,2,1,3,8,3423806.716,39900000,1026000,1.33,0
2457427,2457437,104,-2,1798,2031750,26,10,50000,96,5,128,2745,613,141135,3,2,1,9,584926.3143,3682420,20500,2.8,0
2457618,2457692,111,642400,1502,3066680,58,6,403095,96,5,136,6430,2226,164811,3,2,2,4,889532.7983,25000000,15800,2.43,0
2457662,2457719,111,-2,1798,1490215,301,16,680000,96,5,128,1617,613,171613,3,2,1,9,2932058.075,45000000,100000,2.28,0
2457451,2457530,0,-2,1798,1506963,26,10,2e+06,96,5,265,1631,613,190822,4,2,1,9,769760.9934,4000000,17000,2.54,0
2457494,2457555,104,-2,1798,158867,301,16,1e+07,96,5,265,3966,613,65532,2,2,1,9,2386047.581,14390000,100000,2.24,0
2457602,2457621,0,-2,1798,2240216,385,11,1250000,96,5,167,3364,613,122445,3,2,1,9,2177646.341,25000000,100000,2.95,0
2457301,2457355,0,-2,1798,1614403,238,9,2900000,96,5,70,5474,613,100100,2,2,1,9,2019788.866,4950500,70000,1.58,0
2457323,2457402,104,-2,1798,2601928,161,17,5e+05,96,5,265,4136,613,172905,3,2,1,9,1201731.707,10000000,38700,2.19,0
2457450,2457459,0,-2,1798,1404812,26,10,1e+06,96,5,191,1166,613,93647,2,2,1,9,838882.9301,8852331,10000,1.85,0
2457303,2457347,111,-2,1798,1394745,238,9,1500000,96,5,70,5361,613,202913,4,2,1,9,1883520,47700000,15000,6.44,0
2457556,2457563,5,-2,1798,3117573,26,10,6e+05,96,5,128,4518,613,72016,2,2,1,9,1912381,25000000,45000,2.23,0
2457459,2457460,111,-2,1798,1588079,26,10,1100000,96,5,75,1956,613,51706,1,2,1,9,2509497.895,10000000,50000,3.2,0
2457603,2457690,111,157041,216,2515011,58,6,49500,96,5,128,7223,530,164556,3,2,2,4,261484.7297,1000000,50000,1.55,0
2457422,2457472,0,-2,1798,1048724,385,11,5e+05,96,5,241,4538,613,124925,3,2,1,9,1067653.448,2800000,100000,1.63,0
2457388,2457417,0,512909,1614,2437764,58,6,50000,96,5,136,6766,2356,150601,3,2,2,4,756832.0373,8000000,35530,1.57,0
2457608,2457631,111,64251,957,3116689,58,6,57400,96,5,128,6621,1462,191429,4,2,2,4,3121949.684,10000000,50000,2.83,0
2457554,2457560,0,-2,1798,2171392,385,11,7e+05,96,5,128,3176,613,194929,4,2,1,9,1772115.621,5000000,184637,1.9,0
2457636,2457664,104,-2,1798,2787905,26,10,1e+05,96,5,293,4183,613,105847,2,2,1,9,418271.9298,5550000,20000,1.74,0
2457628,2457640,111,157412,1222,2438915,58,6,495000,96,5,102,6851,1825,121224,3,2,2,4,880585.0548,4000000,25000,2.3,0
2457390,2457395,93,-2,1798,2018535,26,10,1e+06,96,5,128,2786,613,201648,4,2,1,9,4806585.826,80000000,100000,2.88,0
2457626,2457678,93,325075,1259,1732584,58,6,195000,96,5,60,7653,1871,174923,3,2,2,4,303832,2450000,26500,1.89,0
2457320,2457407,93,-2,1798,319706,26,10,1e+06,96,5,128,4776,613,123009,3,2,1,9,856706.0676,6000000,39070,2.95,0
2457353,2457445,2,-2,1798,1093191,385,11,1250000,96,5,210,4680,613,82612,2,2,1,9,1243739.824,50000000,25000,2.83,0
2457512,2457577,104,-2,1798,2228570,159,19,25000,96,5,128,3183,613,90459,2,2,1,9,116480.5321,2200000,15000,6.34,0
2457496,2457504,103,-2,1798,1366859,159,19,5e+05,96,5,128,1116,613,211344,4,2,1,9,745454.5455,2615384,20000,1.91,0
2457657,2457723,111,-2,1798,1892510,26,10,9e+05,96,5,70,2470,613,73645,2,2,1,9,1670394.859,6000000,400000,2.55,0
2457653,2457691,111,-2,1798,3000025,26,10,3e+05,96,5,128,4481,613,190743,4,2,1,9,317229.1389,2000000,33000,1.53,0
2457515,2457599,111,-2,1798,1830430,26,10,5e+05,96,5,128,2222,613,195919,4,2,1,9,1031508.142,12000000,25000,2.45,0
2457662,2457675,104,648576,885,3078426,237,4,102900,96,5,128,6395,1324,184654,4,2,2,4,1323529.412,30575000,21700,2.28,0
2457662,2457684,93,-2,1798,1413156,385,11,2500000,96,5,128,1196,613,94802,2,2,1,9,1431667.604,25000000,25000,2.28,0
2457389,2457447,93,-2,1798,1443123,26,10,2500000,96,5,128,1203,613,123024,3,2,1,9,4156069.526,75000000,26300,2.84,0
2457386,2457410,93,-2,1798,1500555,159,19,250000,96,5,70,1630,613,154954,3,2,1,9,1061657.702,2500000,100000,1.32,0
2457414,2457492,103,-2,1798,654769,385,11,2e+06,96,5,265,5056,613,74727,2,2,1,9,326239.0526,4550000,30000,1.39,0
2457509,2457513,103,-2,1798,2148930,238,9,3e+05,96,5,128,5588,613,94739,2,2,1,9,1253241.433,7499715,25000,1.92,0
2457533,2457587,2,-2,1798,1268291,385,11,3e+05,96,5,128,728,613,171546,3,2,1,9,1934595.428,22500000,50000,1.74,0
2457385,2457465,93,-2,1798,1500566,147,3,2500000,96,5,101,1557,613,162246,3,2,1,9,1773340.105,45000000,70000,1.63,0
2457639,2457715,103,73622,451,2357122,58,6,7e+05,96,5,128,6376,861,175436,3,2,2,4,315650.3429,1300000,20000,2.73,0
2457430,2457456,1,-2,1798,277663,26,10,1250000,96,5,70,4738,613,83258,2,2,1,9,1246000,2400000,100000,1.73,0
2457619,2457679,104,-2,1798,2600359,159,19,260000,96,5,102,4110,613,215422,4,2,1,9,759252.381,9200000,25000,1.74,0
2457465,2457474,93,140817,1769,2668812,58,6,1e+07,96,5,259,6514,2591,135817,3,2,2,4,3296082.209,20000000,50000,1.5,0
2457402,2457419,2,29710,1626,2263389,58,6,2513000,96,5,134,6314,2364,114814,2,2,2,4,15523460.4,75000000,63000,2.91,0
2457521,2457589,93,-2,1798,2751070,385,11,1e+06,96,5,128,7884,613,165330,3,2,1,9,2209542.792,32000000,101500,2.25,0
2457601,2457623,103,-2,1798,1406171,148,5,50000,96,5,91,1142,613,130423,3,2,1,9,3582127.458,17000000,100000,3.05,0
2457408,2457465,93,-2,1798,331436,159,19,1860000,96,5,265,5249,613,113931,2,2,1,9,3675077.842,25000000,30000,4.2,0
2457321,2457345,93,-2,1798,1525139,148,5,1e+05,96,5,128,1714,613,94848,2,2,1,9,3194832.375,49400000,17500,2.24,0
2457586,2457677,93,133724,1692,2739674,58,6,503860,96,5,128,6321,2484,172955,3,2,2,4,3296082.209,48800000,55000,1.19,0
2457387,2457386,111,-2,1798,2277006,238,9,2750000,96,5,128,7908,613,134835,3,2,1,9,2400051.97,11662406,9501,2.23,0
2457621,2457691,104,-2,1798,1289502,26,10,3e+05,96,5,239,735,613,111124,2,2,1,9,418271.9298,2600000,22500,2.11,0
2457605,2457698,111,-2,1798,1864033,26,10,9e+05,96,5,128,2401,613,100813,2,2,1,9,1454234.516,5950000,40000,3.22,0
2457301,2457370,0,-2,1798,2429838,26,10,1500000,96,5,128,3753,613,113453,2,2,1,9,1053697.207,4700000,100000,2.04,0
2457412,2457425,111,-2,1798,2309781,385,11,2e+05,96,5,265,3403,613,114922,2,2,1,9,303458.2418,4000000,22200,1.87,0
2457604,2457691,104,-2,1798,2719032,238,9,650000,96,5,128,8487,613,71924,2,2,1,9,424025,6300000,18000,2.57,0
2457359,2457442,93,-2,1798,2440405,26,10,350000,96,5,128,3864,613,195219,4,2,1,9,534630,1250000,100000,1.63,0
2457320,2457347,93,-2,1798,83,26,10,5e+05,96,5,128,3214,613,121752,3,2,1,9,1884018.29,25000000,25000,1.32,0
2457598,2457635,111,-2,1798,2173109,159,19,110000,96,5,70,3107,613,91007,2,2,1,9,872627.3962,2500000,45000,2.35,0
2457624,2457645,111,-2,1798,2102400,26,10,9e+05,96,5,128,3017,613,144556,3,2,1,9,1490771.512,10000000,40000,2.6,0
2457618,2457654,104,-2,1798,2514766,159,19,355000,96,5,128,3930,613,175618,3,2,1,9,268240.9639,3353967,25000,1.79,0
